"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"1",1.83982995107572,0.283439099461221,1.17223796495069,0.955793031274444,1.36899008557395,0.987852017620258,1.30113817085791,1.63550640323635,1.02534987722323,1.9818045124064,1.08193900305037,1.18830356914187,2.41040652779448,1.66019277218394,0.607046840833999,2.10618745257377,0.723860943750722,1.54103855942778,1.02343967372888,1.76482733633899,0.78809538391167,0.724339211476128,1.35900080538657,1.3265993046338,0.549763018133627,0.0558862897427057,-0.111419269161712,0.381328308240614,0.364287968829533,0.791042004226984,-0.513830608522703,0.444474088386861,0.660882072267241,0.435053681164457,0.463444344470433,-0.126631031650586,0.829755775655984,0.453003546498437,0.284547675080176,0.796706596555029,1.38322922861389,0.818837090505563,0.575040408710274,0.435032493939162,1.73709950445125,1.76686894157472,1.52136929659361,0.258307064851993
"2",2.08511532617998,0.638178490578339,1.34360147159327,1.70307820248572,1.67727863750813,1.35266088630919,1.76062837636136,1.89828339470327,1.61585903298608,2.22797517511054,1.57489831232382,1.61648260594341,2.65604876026952,1.98948339654499,0.865216784784579,2.35041191273238,0.913671195493269,1.95214720252338,1.38035538903664,2.03355339679,1.37610060597831,1.15101335124365,1.51147736292588,1.73811401217604,0.805506682906077,-0.018496302568685,-0.429372515339098,0.323004739077131,0.125306904795799,0.94566874715545,-0.262231683509497,0.484094907474758,0.7988450824694,0.947079403351162,0.543312321886012,0.0403660087320608,1.11340922120253,0.752831792865776,0.744768043319715,1.17782292517748,1.39017360733645,1.03657270192739,0.48047973412534,0.539624656550797,2.07664873842429,2.15438145936558,1.45450366109012,0.602047353129881
"3",2.46261321752423,0.834287864169241,1.2378952614087,1.8379488588381,1.57843065925023,1.24294449240294,1.85860558663541,2.23051636543713,1.83783333701667,2.17674049612909,1.73918556193043,2.12395099241763,2.4117012894644,2.24329843607708,1.32554132741322,2.46403975696545,1.23662144872212,1.98229214214654,1.80139553551923,2.69350865341306,1.67177740852385,1.56998195348857,1.91848879190807,2.39518364939562,0.739367048264215,0.509646428613599,-0.0290488463813464,0.416165489418132,0.400673674449585,1.10513002119182,-0.580367004268385,0.936211178363058,0.97243650648122,1.28067836059012,0.65564088596142,0.366054207151193,1.60575605245254,0.649521926656368,0.744188427976662,1.611567114598,1.84397806164155,1.23549347006045,0.500639737263427,0.557427586880184,2.20457496528673,2.55882244053608,1.55888529446013,0.816681109743844
"4",2.57591017693712,1.0942919846638,1.2152222769697,2.56132318041943,1.51610984716332,1.24992196483404,1.70823170652944,2.36436177176835,1.9726882335081,1.00059565190906,1.86187051286042,2.1801697911107,2.30735502094368,1.92192124147753,1.43241011046176,2.38453811094073,0.941306915756128,1.82640181872533,1.79823104354031,3.2117162728509,1.65426911058117,1.29226351081629,1.80511776511228,2.59351996927611,1.52008524523782,0.238283763213313,-0.274219105532239,0.495841256626464,0.117163791159145,1.7514319174923,-0.716468532178328,1.06985190778679,1.47739020176303,1.3080811487409,0.648248878670642,0.558901336577323,1.95003053483043,1.02725985338719,0.732541481224187,1.77874617482762,1.63633339469795,1.30758290999069,0.382042032508696,1.13515609518023,1.81631967896033,2.39857422187615,1.3023293222733,0.954769188532508
"5",2.74203735449393,1.20396483410129,0.42571799793337,2.51653297928592,1.11354673251932,1.35701088086051,1.16723047340129,2.22454062381881,2.08945204706695,0.111166507160985,1.62060147890532,2.01836302337284,1.15956554133145,1.636027726707,0.858888859350307,1.65765372504844,0.965929320527754,1.72441316981207,1.51895251797153,2.9494505784941,1.76888723069063,1.66705365355575,1.66942023635504,2.74882114709531,1.28092663668441,0.465772598966149,-0.164808572103654,0.340690562512423,0.188328222580371,1.84461646707988,-0.663720981171405,1.18147411857576,1.59761847423661,1.19786082257411,0.602455933793949,0.398367918364751,2.20559390403275,1.22411812111948,0.967702745941176,1.93797296979195,1.16824554741798,1.38986484690259,0.0644786229424024,1.33244865803546,1.23235809530995,1.39642988402156,1.00962614556875,1.04796711155286
"6",2.07086825049496,1.13375135956474,-0.422683918583371,1.99374560965208,0.762241009348225,1.48360026574331,0.536208872245184,1.35597332843227,2.05523217743317,-0.440508998865076,1.39959443563679,1.74878261888778,0.744471293142617,1.02984411846419,0.486474476670905,0.552623372057103,0.696860395617526,0.783061825751672,0.824137666055052,2.54958821053435,1.5150071712852,1.17154189618251,1.23029029596285,2.57275820378257,1.44772273090958,0.68896965255352,0.122701579127637,0.226332741204722,0.571080825757749,1.75918918769141,-0.750725440785112,1.03083991127923,1.63107968520452,0.663593941440963,0.491054517514155,0.40404250696997,1.99031332576266,1.44812761163938,0.694069901729539,1.93630342168786,0.557702190802507,1.32534793522602,0.102094791740201,1.69787932656273,0.80078593537937,0.867755986156687,0.525216498892212,0.922975847340509
"7",1.17433235219911,1.11438853993963,-0.50960432996038,1.80126694435112,0.0653999364524309,0.609563134901426,0.344996764148658,0.599044739200932,1.35727909524091,-0.180624248192822,0.56063378046939,1.36717241555347,-0.202370493291679,-0.115706326513852,-0.23991502223054,0.0588056794268937,0.778975911733097,0.077194916952073,0.375389215918463,1.48286038561485,0.61023896092657,0.503817025041615,0.511900853728711,1.65706148790886,1.06023482129479,0.0906372606155995,0.247658125549047,0.347373848879558,0.243348007228636,1.03364445362991,-0.609131305757206,0.23303100219114,1.46200030858719,0.600409250055648,0.175947958987546,0.228400893437454,1.77500523449341,0.6775950486494,0.255570603395517,1.36487660567553,0.379889282967864,0.704035007050282,-0.0895293092712339,1.71292496382389,0.0113698864227368,0.38797181145362,0.107312278678943,0.619363524204627
"8",0.488981238582388,0.680940749057604,-0.0824540982711435,0.906532663657257,-0.295311303653894,0.402102804242916,-0.283053534058101,-0.10849542262303,0.650137393125195,-0.261148733456957,0.13215627158704,0.514933734731122,-0.13870000395499,-0.983720451647302,0.102573167194029,-0.0840846864098242,0.0610961477976463,-0.391930669905258,-0.169989448812772,-0.0506885438972037,0.412560640479511,0.186502795454575,-0.0214653368925033,0.519490100315596,0.526302102552847,0.207533753423589,0.205511709561928,-0.0296169912231371,0.0833717297358763,0.490414360193486,-0.331469202684087,0.533377122971265,0.904292546850111,-0.132348998315636,-0.412188474883696,0.0547746328502263,0.496261231761773,0.307759554508381,0.201420432231606,0.973158618537289,0.152072783745904,0.0438618667005339,-0.303187921266577,1.80062998020329,-0.111402173885145,0.065869654048659,-0.0732569313894243,0.0605390561683723
"9",-0.0759237168934724,0.280376053556449,-0.0616714689714468,0.114622432756158,0.0530266992951674,-0.135669064525523,0.0440711191486397,-0.425267098014645,0.0726318000384297,0.432471048111421,0.051733463335863,0.0260783417694876,0.154360188907937,-0.7455022633125,0.00243736152117999,-0.0833118292017877,-0.0851175264080416,-0.250145099743076,-0.530028015005311,-0.223177447767281,0.239258697264677,0.171465678550674,-0.161445369561428,-0.529699272851387,0.325446390733197,-0.0734217588978863,0.167207953737752,-0.187184006744416,0.253099724205215,0.22989266542424,0.103012274838024,0.117885171296141,0.0376096220891725,0.0157334574916726,-0.0698147931509608,0.412517811172908,-0.142081708265432,-0.000221036342488878,-0.267341337681958,0.225361764613469,-0.298056099322251,-0.273144661780953,-0.266909861653764,1.77905156108871,-0.0432652676575537,-0.118800555217523,-0.0847959627802314,-0.169136180940075
"10",-0.206649392911953,0.169403522764975,0.502497128991659,-0.203854860838174,0.293085071498026,-0.565581825287312,0.448200215667963,-0.256584663186221,-0.464820934767759,1.19340825832114,0.289679437931726,-0.369222798566981,0.466760455630605,-0.482884033908289,-0.039197985216652,0.420428921810689,0.276450218214597,0.408966769106892,0.11946383624226,-0.49523543637131,0.152831400552622,-0.221219698477354,-0.11219553385863,-0.757406432370624,0.601904121202914,-0.188263503680802,0.387865235381323,0.0637459742385114,0.0981013882483243,-0.157456316948527,-0.271161921233742,0.0546077409283534,-0.282769469433408,-0.238922916490146,-0.000585962526172865,0.285322808233614,-0.468243105587769,-0.478300001698942,-0.4189979230834,-0.0808363548530924,0.234902531144989,-0.27224821415502,-0.187412196907052,1.02922007086094,0.518045080380877,0.558350506093969,0.397556330159156,-0.156929506580615
